,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07
12,,0.0,27.75,17.0,57.5,68.0,74.25,71.0,15.5,20.75,33.5,35.0,0.0,76.25,44.0,59.5,20.25,19.75,9.5,14.25,5.25,20.25,33.75,25.0,15.0,15.5,5.0,5.0,61.75,21.25,25.0,56.0,12.25,51.0,11.25,6.25,0.0,26.0,27.0,0.0,10.0,10.25,6.5,14.5,22.25,0.0,0.0,21.75,11.0,27.0,24.0,10.5,,
13,,0.0,35.25,24.0,54.0,56.5,65.0,68.5,40.5,19.75,26.0,40.75,6.0,55.75,43.25,48.5,9.5,18.75,4.0,13.5,9.5,19.5,41.75,29.0,5.0,14.5,5.0,9.25,51.5,16.0,19.0,45.25,11.25,34.5,0.0,6.25,0.0,29.75,27.0,4.25,5.0,9.5,11.75,13.25,21.5,13.25,0.0,16.5,15.5,11.0,18.0,5.25,,
14,,0.0,48.5,33.5,37.5,46.25,24.5,70.5,47.5,21.5,77.0,11.5,32.5,25.0,39.75,41.75,40.5,9.5,30.75,14.0,15.75,9.25,11.75,10.25,25.5,4.5,5.25,6.0,18.75,10.25,14.75,49.75,34.25,6.0,9.75,6.0,28.75,15.5,0.0,19.75,4.25,14.5,11.0,20.0,38.0,25.75,0.0,11.0,12.0,15.5,12.5,8.75,,
15,,0.0,85.5,32.5,39.75,44.25,25.75,95.5,51.25,21.0,30.5,20.0,58.75,37.0,36.25,26.25,19.25,7.25,11.25,7.5,7.0,22.5,24.75,7.25,22.5,29.0,15.0,15.25,30.75,8.0,7.0,34.25,45.75,12.25,4.0,17.25,8.0,23.25,0.0,7.5,0.0,4.25,19.25,15.5,48.25,30.75,19.5,0.0,23.75,19.75,12.75,26.25,,
16,,0.0,9.0,14.5,8.0,91.75,44.25,21.75,0.0,20.75,5.0,18.75,0.0,81.25,38.75,45.5,24.5,26.75,9.5,13.25,0.0,33.0,17.75,27.0,27.5,18.75,15.0,14.0,34.25,30.25,8.5,37.0,12.0,16.75,15.25,6.0,0.0,43.75,24.25,0.0,5.0,23.25,6.5,40.5,15.25,26.0,20.0,16.0,15.0,26.75,26.75,5.25,,
17,,0.0,6.5,6.25,20.0,56.25,59.0,52.0,5.5,22.5,11.25,27.0,0.0,46.25,31.5,47.75,20.5,23.25,16.75,14.0,4.0,35.75,22.25,35.75,31.75,23.75,3.75,12.5,24.75,29.75,20.0,26.0,9.0,28.0,9.5,15.25,0.0,4.25,16.75,0.0,0.0,12.5,11.25,18.75,4.0,4.0,18.25,3.75,22.75,44.5,17.75,11.75,,
18,,0.0,15.75,12.5,17.5,53.25,57.25,31.0,36.0,11.25,10.0,11.25,11.25,32.5,28.5,52.5,12.75,4.75,8.5,15.75,16.75,35.75,18.5,24.0,19.75,8.5,8.0,8.5,31.5,20.5,8.5,34.25,5.0,18.75,14.0,4.75,4.5,4.25,17.5,4.25,8.0,16.75,10.75,41.25,13.75,12.0,4.25,8.25,0.0,31.25,32.0,4.0,,
19,,9.25,27.25,30.0,66.5,25.75,58.5,39.5,57.25,0.0,24.5,10.25,17.0,63.0,50.0,0.0,18.5,5.0,0.0,24.25,28.25,30.5,56.75,0.0,0.0,17.75,18.0,10.25,25.75,19.0,7.5,0.0,34.75,0.0,22.25,15.0,0.0,0.0,12.75,5.5,0.0,10.75,23.25,19.0,17.25,36.5,17.0,33.25,51.0,16.75,36.75,13.25,0.0,
20,,0.0,67.75,9.0,34.25,51.25,38.5,81.25,68.0,14.25,42.25,37.0,61.0,54.0,52.5,27.0,51.0,0.0,24.25,16.0,43.25,17.0,26.75,4.0,38.75,22.0,29.5,10.75,38.5,5.75,7.0,30.0,30.5,14.0,15.75,0.0,13.75,48.75,0.0,33.5,5.5,4.25,21.0,33.75,55.0,20.5,4.25,18.25,28.25,17.75,31.75,34.5,29.0,
21,,0.0,9.5,8.75,23.5,74.75,64.75,40.0,7.75,33.5,32.0,21.0,0.0,48.75,29.0,49.0,9.75,9.5,14.0,13.0,5.0,28.5,24.0,48.75,19.25,4.5,10.5,14.5,54.75,10.75,24.0,24.25,0.0,38.0,27.0,11.25,0.0,10.5,21.0,0.0,9.75,15.0,6.5,46.5,15.75,20.75,16.75,28.25,15.75,25.75,23.5,15.0,49.5,
22,,,0.0,8.25,30.0,78.0,59.5,80.0,7.25,25.75,13.0,32.5,0.0,39.25,22.5,34.5,15.0,3.75,31.25,17.75,19.0,58.5,13.0,48.25,27.25,24.0,0.0,19.0,48.5,38.75,17.25,23.0,11.75,40.0,16.75,10.75,0.0,15.0,15.5,0.0,9.5,19.5,11.5,53.75,20.25,20.25,10.5,9.5,9.5,30.5,27.5,14.25,38.0,
23,,,0.0,13.0,26.5,74.5,43.5,55.25,7.25,19.25,28.25,24.0,0.0,40.75,19.0,37.25,17.25,14.75,10.25,8.5,3.0,33.0,18.5,31.5,8.75,14.0,9.0,6.0,30.0,15.75,17.25,24.25,16.5,10.25,6.5,3.5,0.0,14.5,9.5,0.0,11.5,6.25,0.0,38.0,15.0,11.5,6.5,10.0,9.75,26.25,19.5,6.25,17.25,
24,,,9.0,8.5,12.75,73.25,75.5,34.5,19.5,14.75,6.75,19.0,0.0,38.0,10.75,46.75,33.0,28.5,4.75,8.25,11.0,29.75,15.5,40.75,28.75,26.75,5.0,2.75,28.0,16.75,18.5,34.5,9.25,15.25,21.75,3.75,0.0,26.25,27.0,0.0,10.5,8.25,3.75,33.75,20.5,11.5,11.0,11.0,17.25,34.5,27.0,3.0,32.5,
25,,,76.0,37.25,70.0,31.0,31.25,15.25,25.5,0.0,31.5,18.75,4.75,74.0,30.25,0.0,17.75,17.5,0.0,24.75,35.5,16.0,63.5,0.0,0.0,7.5,13.5,33.0,9.0,18.25,0.0,0.0,24.75,0.0,10.5,11.5,13.5,0.0,26.75,17.5,0.0,15.25,10.0,12.25,19.0,38.5,0.0,14.25,53.25,5.25,46.25,0.0,0.0,
26,,,24.75,45.5,30.25,41.0,44.0,43.0,23.75,5.0,5.25,17.75,0.0,64.0,15.75,26.5,14.5,9.75,13.0,26.25,13.5,20.25,28.75,17.25,6.75,20.0,9.5,17.25,21.25,11.0,13.0,13.5,3.75,14.5,3.5,4.75,4.0,10.25,11.0,3.75,0.0,18.5,17.75,19.5,14.75,30.25,4.0,18.25,29.0,23.25,27.0,11.0,10.5,
27,,,23.25,4.25,16.25,74.0,49.5,54.25,0.0,8.5,32.25,31.25,0.0,57.5,21.75,41.75,14.25,25.0,19.25,5.75,6.25,55.5,19.25,29.5,18.75,16.25,3.75,10.25,32.5,22.75,13.5,25.5,7.5,25.25,13.75,7.75,0.0,18.75,3.75,0.0,6.75,19.75,0.0,49.0,8.5,4.0,6.75,4.0,11.0,34.5,23.25,7.75,24.25,
28,,,,16.25,45.75,93.5,40.0,64.5,5.5,26.5,25.25,20.0,0.0,55.25,13.75,33.75,19.25,12.75,23.0,10.0,3.75,43.25,35.0,35.0,14.75,3.75,4.75,9.75,48.25,25.5,14.25,18.75,6.0,34.5,4.25,6.0,0.0,19.0,14.25,0.0,3.75,25.75,6.5,23.5,19.5,20.5,10.5,13.5,11.25,20.0,27.0,10.0,33.25,71.75
29,,,,8.25,24.25,67.25,68.0,41.5,13.25,13.75,11.25,12.0,0.0,64.0,30.25,35.5,19.25,11.0,19.25,10.0,0.0,40.5,12.75,30.5,18.25,10.75,10.5,5.0,30.0,19.5,26.5,15.25,0.0,26.5,4.5,9.25,0.0,4.0,11.25,0.0,8.75,18.0,0.0,30.25,30.25,20.25,12.5,13.25,11.0,21.0,4.75,3.75,36.5,48.5
